Documento,Titolo programma,Titolo sequenza/servizio,Canale Trasmissione,Data Trasmissione,Durata,Contenuto Audio,Contenuto Video,ID Notice,Note,Time Start,Time Stop
30,Tg1 edizione 13 30,Champsion League,RAI UNO,2014-04-11 00:00:00,00:01:43:06,Attesa per il quarto turno del torneo di calcio europeo Champions League in cui la Juventus affronterà l' Olympiacos e la Roma il Bayern Monaco. Lazio batte il Cagliari nel posticipo della X giornata del Campionato di Calcio Serie A.,"Frittella lancia servizio. Repertorio, fasi gioco e gol di partita della Juventus e della Roma in Champions League e della Lazio nel Campionato di calcio Serie A.",T14308/105,Servizio non trovato ,,
107,Tg1 edizione 13 30,Merkel: Eurozona fragile,RAI UNO,2014-04-11 00:00:00,00:01:09:23,Dichiarazioni del cancelliere federale della Germania sulla mancata crescita economica nell' Eurozona a causa della mancata attuazione delle riforme strutturali in alcuni paesi della zona Euro.,"4 novembre 2014. Berlino, Germania, cancelliere federale della Germania Angela Merkel parla in primo piano. Repertorio, operai a lavoro in fabbriche, auto in transito su autostrada.",T14308/105,Servizio non trovato ,,
308,Tg1 edizione 13 30,"Vaccini, l'Agenzia Europea scagiona il Fluad",RAI UNO,2014-04-12 00:00:00,00:01:18:21,Il Comitato per la farmacovigilanza dell'Agenzia Europea per il Farmaco (Ema) ha stabilito l' assenza di correlazione tra la somministrazione del vaccino antinfluenzale Fluad della casa farmaceutica Novartis e le morti segnalate all' Agenzia italiana del farmaco (AIFA) Continua la campagna di vaccinazione antinfluenzale.,"Frittella lancia servizio. Repertorio: ricercatori eseguono test in laboratorio, dettagli siringa. Il ministro della Salute Beatrice Lorenzin rilascia interviste, medici somministrano vaccini a pazienti.",T14338/105,Servizio non trovato ,,
591,Tg1 edizione 13 30,"Barroso, 11 miliardi per Ucraina",RAI UNO,2014-05-03 00:00:00,00:01:46:20,"Situazione dei militari ucraini rinchiusi nella base della 36esima brigata fanteria della Marina ucraina a Simferopoli, Crimea, Ucraina, assediata dai militari russi. Preoccupazione dei soldati ucraini e dei loro parenti. Sostegno diplomatico ed economico dal Presidente della Commissione Europea Josè Manuel Barroso e del presidente degli USA Barack Obama che offrono 11 miliardi di euro al governo ucraino. Visita del segretario di stato USA John Kerry a Kiev, Ucraina.","Zucchini lancia servizio. 5 marzo 2014. Simferopoli, Crimea, Ucraina intervistato comandante 36 brigata Starzhenko. Militari imbracciano armi, donne e bambini salutano e baciano militari. Il segratario di stato USA John Kerry cammina, saluta persone e siete a tavolo. Repertorio del Presidente della Commissione Europea Josè Manuel Barroso e del presidente degli Stati Uniti Barack Obama.",T14064/105,Servizio non trovato ,,
66,Tg1 edizione 13 30,"Ambiente: Italia, multe milionarie",RAI UNO,2014-05-05 00:00:00,00:01:08:00,Italia rischia gravi sanzioni dall' Unione europea a causa delle 218 discariche abusive presenti nel territorio.,"Zucchini lancia servizio. Repertorio, campi lunghi e vedute aeree di discariche abusive. Cartelli grafici su numero delle discariche abusive in Italia.",T14125/105,Servizio non trovato ,,
363,Tg1 edizione 13 30,Mosca: a rischio pace europea,RAI UNO,2014-05-05 00:00:00,00:01:26:08,"Continua l' offensiva delle truppe militari ucraine per liberare le città dell' est dall' occupazione dei separatisti filorussi, alzata la bandiera ucraina sulla città di Odessa. La Russia richiede una reazione internazionale per preservare la pace in tutta Europa.","Zucchini lancia servizio. 4 maggio 2014. Odessa, Ucraina, esterni notte, uomini con volto coperto si arrampicano per far sventolare la bandiera ucraina, manifestanti camminano in strada, folla riunita in piazza. Repertorio, militari ucraini in transito su convogli.",T14125/105,Servizio non trovato ,,
88,Tg1 edizione 13 30,Napolitano: Europa più unita,RAI UNO,2014-05-07 00:00:00,00:01:24:00,"Affermazioni del presidente della Repubblica che auspica un Europa più unita, anche nel ricordo della prima guerra mondiale.","Nalesso parla in studio. 2014. Gorizia, Friuli Venezia Giulia, Italia, dettaglio e campi lunghi Sacrario militare di Redipuglia. Repertorio, presidente della Repubblica Giorgio Napolitano cammina in interni. Dettaglio articoli di giornale. Bianco e nero, scontri a fuoco durante seconda guerra mondiale.",T14186/105,Servizio non trovato ,,
527,Tg1 edizione 13 30,Il dibattito sulle riforme,RAI UNO,2014-06-04 00:00:00,00:01:45:00,"Prosegue il dibattito politico sulle riforme istituzionali e sulla tenuta del patto sulle riforme, alleanza tra il Partito Nuovo Centrodestra (NCD) e il partito UDC in vista delle elezioni europee. Soddisfazione del presidente del movimento Sinistra Ecologia e Libertà (SEL) sulle firme raccolte a sostegno della lista per le elezioni europee Tsipras.","Grimaldi lancia servizio. 6 Aprile 2014. Roma, Lazio, Italia, interviste separate a segretario nazionale del Partito Socialista Italiano Nencini, a senatore gruppo parlamentare Popolari per l' Italia Mauro e a presidente del movimento Sinistra Ecologia e Libertà (SEL) Vendola. Fasi assemblea nazionale di SEL. Repertorio, leader del partito Nuovo Centrodestra (NCD) Angelino Alfano tiene intervento durante convegno NCD.",T14096/105,Servizio non trovato ,,
197,Tg1 edizione 13 30,"Ocse, rischio stagnazione dell' Eurozona",RAI UNO,2014-06-11 00:00:00,00:01:55:00,Considerazioni dell' organizzazione Ocse sulla crescita troppo lenta dei paesi dell' Eurozona e sulla riforma del mercato del lavoro varata dal governo italiano. Necessità di riforme strutturali per incentivare l' occupazione e rilanciare l' economia.,"Frittella lancia servizio. 6 novembre 2014. Bruxelles, Belgio, intervista al ministro dell' Economia e delle Finanze Padoan. Parigi, Francia, esterni sede organizzazione Ocse. Dettaglio logo Ocse. Cartelli grafici su previsioni economiche dell' Ocse per l' Italia. Repertorio, fasi produzione banconote alla zecca. Interni uffici, personale al lavoro. Bruxelles, Belgio, esterni sede commissione Europea.",T14310/105,Servizio non trovato ,,
325,Tg1 edizione 13 30,Resa dei conti,RAI UNO,2014-06-11 00:00:00,00:01:38:00,Il programma di acquisto di titoli di stato da parte della Banca Centrale Europea (BCE) durerà due anni. Disappunto di alcuni banchieri riguardo la gestione della BCE da parte del presidente Draghi. Confermati i tassi di interesse della BCE.,"Frittella lancia servizio. 6 ottobre 2014. Francoforte, Germania, interni esterni Banca Centrale Europea (BCE), conferenza stampa del presidente BCE Mario Draghi. Dettaglio articoli di giornale. Repertorio, riunione direttivo della BCE. Ex presidente BCE Jean-Claude Trichet cammina in esterni.",T14310/105,Servizio non trovato ,,
533,Tg1 edizione 13 30,Il dibattito politico,RAI UNO,2014-06-11 00:00:00,00:01:53:00,"Il confronto politico tra i partiti dopo l' incontro tra il presidente del Consiglio e il presidente partito Forza Italia (FI), Dichiarazioni del ministro per le Riforme Costituzionali sulla volontà di andare avanti malgrado gli accordi del Partito Democratico (PD) con il partito FI.","Frittella lancia servizio. 6 novembre 2014. Roma, Lazio, Italia, seduta Camera. Esterni palazzo Chigi. Presidente del Consiglio Matteo Renzi cammina in esterni insieme a collaboratori. Ministro per le Riforme Costituzionali Maria Elena Boschi cammina in interni. Interviste separate a deputato Partito Democratico (PD) Rosato, europarlamentare partito FI Toti e leader partito Nuovo Centrodestra (NCD) Alfano. Repertorio, primo piano del presidente partito Forza Italia (FI) Silvio Berlusconi.",T14310/105,Servizio non trovato ,,
541,Tg1 edizione 13 30,"FI, vertice su riforme",RAI UNO,2014-07-01 00:00:00,00:01:41:00,"Dibattito e critiche dei partiti politici riguardo alla legge elettorale; richiesta di votare con la vecchia legge elettorale a maggio in concomitanza con le elezioni europee; assenza di candidati del Movimento 5 Stelle (M5S) alle elezioni regionali in Sardegna, Italia per dissidi interni tra gli esponenti.","Grimaldi lancia servizio. 7 gennaio 2014. Roma, Lazio, Italia, interviste separate al senatore del partito Forza Italia (FI) Zanettin e deputato del Movimento 5 Stelle (M5S) Gallinella; esterni di palazzo Montecitorio; Repertorio del leader del Movimento 5 Stelle (M5S) Beppe Grillo durante un comizio e del presidente del partito Forza Italia (FI) Silvio Berlusconi che scende da un' automobile.",T14007/105,Servizio non trovato ,,
47,Tg1 edizione 13 30,MOSE: interrogatorio a Sartori,RAI UNO,2014-07-07 00:00:00,00:01:21:04,Interrogatorio di garanzia all' ex europarlamentare Amalia Sartori nell' ambito dell' inchiesta in corso su finanziamenti illeciti e corruzione per la realizzazione del progetto MOSE.,"Anzaldo lancia servizio. 7 luglio 2014. Vicenza, Veneto, Italia, esterni Tribunale. Repertorio, ex europarlamentare Amalia Sartori rilascia intervista, ex presidente del Consorzio Venezia Nuova Giovanni Mazzacurati cammina in esterni.",T14188/105,Servizio non trovato ,,
575,Tg1 edizione 13 30,Primo malato in Europa,RAI UNO,2014-07-08 00:00:00,00:01:27:10,Liberia. Aggiornamenti sulla diffusione dell'epidemia sostenuta da virus Ebola. Rimpatriato un missionario spagnolo che ha contratto la malattia per poter ricevere cure adeguate nel suo paese. Migliorate le condizioni del medico e della missionaria Usa infettati anch'essi.,"Anzaldo lancia servizio. 6 agosto 2014. Madrid, Spagna, esterni ed interni aereo con cui è stato rimpatriato missionario malato di ebola Miguel Pajares all'interno di una tenda sterile per evitare contagio. Esterni ospedale in cui Pajares è stato ricoverato. Repertorio. Liberia. Fotografie del missionario spagnolo rimpatriato Miguel Pajares mentre assiste malati. Prestazioni medico sanitarie a malati di Ebola in vari villaggi in cui personale qualificato munito di equipaggiamento adeguato per isolarsi dal contagio, effettua assistenza e disinfestazione di luoghi contaminati dal virus Ebola.",T14219/105,Servizio non trovato ,,
23,Tg1 edizione 13 30,Progetto Sprintt,RAI UNO,2014-07-10 00:00:00,00:01:18:20,"Presentazione del progetto europeo ""Sprintt"" che mira a combattere in via preventiva i malori legati alla vecchiaia.","Frittella lancia servizio. 7 ottobre 2014. Italia, conferenza su progetto ""Sprintt"", intervista a geriatra dell' Università Cattolica di Roma Bernabei. Repertorio, anziani camminano per strada. Cartelli grafici su progetto ""Sprintt"".",T14280/105,Servizio non trovato ,,
293,Tg1 edizione 13 30,Staminali contro il Parkinson,RAI UNO,2014-07-11 00:00:00,00:01:45:02,"Ricerca Europea, coordinata dal direttore del Centro di Ricerca sulle Cellule Staminali dell'Università degli Studi di Milano, su nuova terapia che permette di recuperare le capacità motorie intaccate dal morbo di Parkinson attraverso il trapianto di neuroni ottenuti da cellule staminali embrionali umane.","Frittella lancia servizio. 7 novembre 2014. Italia, intervista al direttore del Centro di Ricerca sulle Cellule Staminali dell'Università degli Studi di Milano e senatrice a vita Cattaneo. Animazione grafica del cervello e del sistema nervoso. Repertorio: ricercatori eseguono ricerche in laboratorio, dettagli microscopio. Dettaglio mano che trema.",T14311/105,Servizio non trovato ,,
598,Tg1 edizione 13 30,Legge di Stabilità: Rinvio Ue è un fatto tecnico,RAI UNO,2014-07-11 00:00:00,00:01:56:00,"Dichiarazioni del ministro dell'Economia e delle Finanze italiano sul giudizio della Commissione Europea sulla Legge di Stabilità e sull' inchiesta del gruppo di giornalisti dell'International Consortium of Investigative Journalists (ICIJ) sugli accordi fiscali stipulati tra il governo lussemburghese e società multinazionali estere, per favorire il trasferimento di flussi finanziari nel Paese in cambio di regimi fiscali agevolati riferita al periodo in cui l' attuale presidente della Commissione Europea Jean-Claude Juncker era primo ministro del Lussemburgo.","Frittella lancia servizio. 6 novembre 2014. Bruxelles, Belgio, il ministro Economia e delle Finanze Padoan cammina in esterni e rilascia intervista. Dettagli sito internet del giornale tedesco ""Bild"" con intervista a Padoan e sua fotografia. Conferenza stampa del Commissario Europeo agli Affari Economici e finanziari Pierre Moscovici. Repertorio: fogli di banconote in macchina per la stampa.",T14311/105,Servizio non trovato ,,
605,Tg1 edizione 13 30,"Favori fiscali, bufera su Juncker",RAI UNO,2014-07-11 00:00:00,00:01:23:11,"Inchiesta del gruppo di giornalisti dell'International Consortium of Investigative Journalists (ICIJ) sugli accordi fiscali stipulati tra il governo lussemburghese e società multinazionali estere, per favorire il trasferimento di flussi finanziari nel Paese in cambio di regimi fiscali agevolati riferita al periodo in cui l' attuale presidente della Commissione EUROPEA era primo ministro del Lussemburgo. Difesa del ministro dell'Economia del Lussemburgo che sostiene di non aver compiuto nessun atto illecito.","6 novembre 2014. Bruxelles, Belgio, presidente della Commissione EUROPEA Jean-Claude Juncker tiene discorso, cammina in esterni. Lussemburgo, Lussemburgo, campo lungo edifici, dettagli bandiera del Lussemburgo. Il ministro dell'Economia del Lussemburgo Pierre Gramegna cammina in esterni e tiene conferenza stampa. Repertorio: interni deposito dell'azienda di commercio elettronico ""Amazon"", dettagli sito internet di Amazon, scatoloni su nastro trasportatore. Cartone animato sulle tasse in Lussemburgo.",T14311/105,SERVIZIO PRESENTE GIA' NEL SERVIZIO PRECEDENTE (n.39),,
231,Tg1 edizione 13 30,Ucraina: pronte nuove sanzioni,RAI UNO,2014-08-09 00:00:00,00:01:34:00,A rischio la tregua in Ucraina sottoscritta tra il governo e i separatisti filorussi. Pronte nuove sanzioni per la Russia accusata di appoggiare i separatisti e che risponde minacciando di chiudere lo spazio aereo.,"Frittella lancia servizio. 7 settembre 2014. Ucraini, convogli militari in transito, campo lungo fumo si alza da vegetazione, auto in fiamme. Repertorio, interni Commissione Europea, primo ministro della Federazione Russa (Russia) Dmitrij Medvedev parla in primo piano, aerei in volo e in fase di atterraggio.",T14251/105,SERVIZIO PRESENTE GIA' NEL SERVIZIO PRECEDENTE (n.39),,
550,Tg1 edizione 13 30,Vertice UE sul lavoro tra proteste e cortei,RAI UNO,2014-08-10 00:00:00,00:03:23:00,Conferenza ad alto livello sull'occupazione in Europa alla quale partecipano i capi di Stato e di Governo di quindici Paesi dell’Unione Europea. Manifestazione contro la conferenza organizzata dal sindacato FIOM CGIL.,"Frittella parla in studio. 8 ottobre 2014. Milano, Lombardia, Italia, esterni sede dove si svolgerà la conferenza ad alto livello sull'occupazione in Europa, il giornalista Chinzari parla in piedi. 7 ottobre 2014. Milano, Lombardia, Italia, presidente del Consiglio Matteo Renzi in posa per fotografia insieme alla squadra di pallavolo femminile. Manifestazione contro la conferenza sull' occupazione organizzata dalla FIOM, dimostranti sfilano in corteo; agenti di Polizia in strada. Intervento del segretario generale FIOM CGIL Landini su palco. Repertorio, cancelliere federale della Germania Angela Merkel cammina in interni; presidente della Francia Francois Hollande scende da auto. Scarpati parla in esterni.",T14281/105,SERVIZIO PRESENTE GIA' NEL SERVIZIO PRECEDENTE (n.39),,
